Codigo da oferta;Codigo da serie;Emissor;Nome do devedor;Nome de operacao;Emissao;Serie;Data de encerramento da oferta;Status da oferta;Valor total encerrado da serie;TVM;Coordenador lider;Preco unitario;Quantidade total emitida da serie;Valor total emitido da serie;Quantidade total encerrada da serie;Prazo serie;Indexador;Spread;Juros;Periodicidade taxa;Periodicidade pagamento;Data do inicio da rentabilidade;Data de vencimento;Serie senior junior;Setor ANBIMA emissor ou devedor;Segmento ANBIMA emissor ou devedor;Data de emissao;Lei 12431;Artigo da 12431;Garantia;Lastro;Risco de credito
SRE/2024/04297;CVM/SRE/AUT/DEB/PRI/2024/013;Eolica do agreste potiguar i s.a.;;;1;Série Única;19/01/2024;Encerrada;25000000;Debêntures;Banco itau bba s.a.;1000;25000;25000000;25000;15,9;IPCA;6,4;;Anualmente;Semestralmente;19/01/2024;15/12/2039;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/01/2024;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SRE/2024/04298;CVM/SRE/AUT/DEB/PRI/2024/014;Eolica do agreste potiguar ii s.a.;;;1;Série Única;19/01/2024;Encerrada;55000000;Debêntures;Banco itau bba s.a.;1000;55000;55000000;55000;14,9;IPCA;6,4;;Anualmente;Semestralmente;19/01/2024;15/12/2038;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/01/2024;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SRE/2024/04339;CVM/SRE/AUT/CRA/PRI/2024/003;True securitizadora s.a.;;Pesa;83;1;19/01/2024;Encerrada;20000000;CRA;Banco votorantim s.a.;1000;20000;20000000;20000;5;DI + Spread;4,5;;Anualmente;Mensalmente;;29/12/2028;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04339;CVM/SRE/AUT/CRA/PRI/2024/004;True securitizadora s.a.;;Pesa;83;2;19/01/2024;Encerrada;60000000;CRA;Banco votorantim s.a.;1000;60000;60000000;60000;5;DI + Spread;4,5;;Anualmente;Mensalmente;;29/12/2028;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SP-2024-50014;ANBIMA/2024/50014;Travessia securitizadora s.a.;;Gran poeme;1;78;22/01/2024;Encerrada;18641000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;18641;18641000;18641;4,9;IPCA;11,25;;Anualmente;Mensalmente;28/01/2022;18/12/2026;;Financeiro;Securitizadoras;14/01/2022;Não se aplica;;Não se aplica;;
SRE/2023/04014;CVM/SRE/AUT/DEB/PRI/2024/012;Companhia de saneamento do parana sanepar;;;14;Série Única;22/01/2024;Encerrada;600000000;Debêntures;Banco votorantim s.a.;1000;600000;600000000;600000;6;DI + Spread;1,05;;Anualmente;Semestralmente;19/01/2024;15/01/2030;Não se aplica;Saneamento;Água e esgoto;15/01/2024;Não;;Quirografária;;Não se aplica
SRE/2023/01235;CVM/SRE/AUT/DEB/PRI/2023/059;Fortbrasil alfa securitizadora s.a;;;1;Série Única;23/01/2024;Encerrada;59999998;Debêntures;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;60000000;60000000;59999998;5;DI + Spread;5,5;;Anualmente;Mensalmente;31/03/2023;15/03/2028;Não se aplica;Financeiro;Securitizadoras;15/03/2023;Não;;Real com garantia adicional;;Não se aplica
SRE/2023/02416;CVM/SRE/AUT/CRI/PRI/2023/324;Canal companhia de securitizacao;;Construtora l.g. ltda;56;1;24/01/2024;Encerrada;9000000;CRI;Canal companhia de securitizacao;1000;9000;9000000;9000;4;IPCA;13,0042;;Anualmente;Mensalmente;01/08/2023;22/07/2027;;Financeiro;Securitizadoras;21/07/2023;Não se aplica;;Não se aplica;;
SRE/2023/02416;CVM/SRE/AUT/CRI/PRI/2023/325;Canal companhia de securitizacao;;Construtora l.g. ltda;56;2;24/01/2024;Encerrada;3000000;CRI;Canal companhia de securitizacao;1000;3000;3000000;3000;4;IPCA;13,0042;;Anualmente;Mensalmente;;22/07/2027;;Financeiro;Securitizadoras;21/07/2023;Não se aplica;;Não se aplica;;
SRE/2023/02416;CVM/SRE/AUT/CRI/PRI/2023/326;Canal companhia de securitizacao;;Construtora l.g. ltda;56;3;24/01/2024;Encerrada;3000000;CRI;Canal companhia de securitizacao;1000;3000;3000000;3000;4;IPCA;13,0042;;Anualmente;Mensalmente;;22/07/2027;;Financeiro;Securitizadoras;21/07/2023;Não se aplica;;Não se aplica;;
SRE/2023/02416;CVM/SRE/AUT/CRI/PRI/2023/327;Canal companhia de securitizacao;;Construtora l.g. ltda;56;4;24/01/2024;Encerrada;3000000;CRI;Canal companhia de securitizacao;1000;3000;3000000;3000;4;IPCA;13,0042;;Anualmente;Mensalmente;;22/07/2027;;Financeiro;Securitizadoras;21/07/2023;Não se aplica;;Não se aplica;;
SRE/2024/04299;CVM/SRE/AUT/CRI/PRI/2024/039;Vert companhia securitizadora;;Rec leblon;122;2;31/01/2024;Encerrada;50000000;CRI;Banco itau bba s.a.;1000;50000;50000000;50000;6;IPCA;9,75;;Anualmente;Mensalmente;;22/01/2030;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SRE/2023/04035;CVM/SRE/AUT/CRA/PRI/2024/005;Eco securitizadora de direitos creditorios do agronegocio sa;;Tba participações ltda;268;1;24/01/2024;Encerrada;210000000;CRA;Banco itau bba s.a.;1000;210000;210000000;210000;6;DI + Spread;1,6;;Anualmente;Semestralmente;24/01/2024;22/11/2029;;Financeiro;Securitizadoras;11/12/2023;Não se aplica;;Não se aplica;;
SRE/2023/04035;CVM/SRE/AUT/CRA/PRI/2024/006;Eco securitizadora de direitos creditorios do agronegocio sa;;Tba participações ltda;268;2;24/01/2024;Encerrada;140000000;CRA;Banco itau bba s.a.;1000;140000;140000000;140000;6;DI + Spread;1,6;;Anualmente;Vencimento;24/01/2024;22/11/2029;;Financeiro;Securitizadoras;11/12/2023;Não se aplica;;Não se aplica;;
SRE/2023/02514;CVM/SRE/AUT/CRI/PRI/2023/352;Opea securitizadora s.a.;;Serra do mel;94;2;26/01/2024;Encerrada;1655000;CRI;Opea securitizadora s.a.;1000;1655;1655000;1655;9,4;IPCA;11;;Anualmente;Mensalmente;31/08/2023;20/12/2032;;Financeiro;Securitizadoras;09/08/2023;Não se aplica;;Não se aplica;;
SRE/2023/02514;CVM/SRE/AUT/CRI/PRI/2024/026;Opea securitizadora s.a.;;Serra do mel;94;3;26/01/2024;Encerrada;1895000;CRI;Opea securitizadora s.a.;1000;1895;1895000;1895;9;IPCA;11;;Anualmente;Mensalmente;;20/12/2032;;Financeiro;Securitizadoras;05/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04347;CVM/SRE/AUT/DEB/PRI/2024/016;Pedra agroindustrial s/a;;;2;Série Única;26/01/2024;Encerrada;590000000;Debêntures;Banco itau bba s.a.;1000;590000;590000000;590000;7,1;IPCA;6,597;;Anualmente;Mensalmente;24/01/2024;15/01/2031;Não se aplica;Bioenergia;;22/12/2023;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2022-50157;ANBIMA/2022/50157;Forte securitizadora s.a.;;Hf engenharia;1;701;27/01/2024;Encerrada;3540000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;3540;3540000;3540;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-50157;ANBIMA/2022/50158;Forte securitizadora s.a.;;Hf engenharia;1;702;27/01/2024;Encerrada;2360000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;2360;2360000;2360;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SRE/2023/03642;CVM/SRE/AUT/CRI/PRI/2023/567;True securitizadora s.a.;;Planova iii;247;1;29/01/2024;Encerrada;20000000;CRI;Planner corretora de valores s/a;1000;20000;20000000;20000;15;DI + Spread;5;;Anualmente;Mensalmente;01/12/2023;08/11/2038;;Financeiro;Securitizadoras;09/11/2023;Não se aplica;;Não se aplica;;
SRE/2024/04260;CVM/SRE/AUT/DEB/SEC/2024/001;3r petroleum oleo e gas s.a.;;;3;Série Única;29/01/2024;Encerrada;372798337,9;Debêntures;Btg pactual investment banking ltda.;1072,48;347604;372798337,9;347604;10;IPCA;8,4166;;Anualmente;Semestralmente;06/11/2023;15/10/2033;Não se aplica;Petróleo e gás;;15/10/2023;Sim;2;Quirografária;;Não se aplica
SRE/2024/04369;CVM/SRE/AUT/DEB/PRI/2024/015;Agro industrias do vale do sao francisco sa agrovale;;;3;Série Única;29/01/2024;Encerrada;100000000;Debêntures;Banco bocom bbm s.a.;1000;100000;100000000;100000;6;IPCA;7,1835;;Anualmente;Semestralmente;26/01/2024;15/01/2030;Não se aplica;Bioenergia;;15/01/2024;Sim;2;Quirografária;;Não se aplica
SRE/2024/04402;CVM/SRE/AUT/CRI/PRI/2024/037;Companhia provincia de securitizacao;;;46;Série Única;29/01/2024;Encerrada;48500000;CRI;Companhia provincia de securitizacao;1000;48500;48500000;48500;4;IPCA;9,5;;Anualmente;Mensalmente;25/01/2024;16/01/2028;;Financeiro;Securitizadoras;18/01/2024;Não se aplica;;Não se aplica;;
SRE/2023/02449;CVM/SRE/AUT/CRI/PRI/2023/333;Travessia securitizadora s.a.;;;31;1;30/01/2024;Encerrada;23000000;CRI;Travessia securitizadora s.a.;1000;23000;23000000;23000;4,1;IPCA;9,5;;Anualmente;Mensalmente;08/08/2023;20/08/2027;;Financeiro;Securitizadoras;31/07/2023;Não se aplica;;Não se aplica;;
SRE/2023/03883;CVM/SRE/AUT/CRA/PRI/2023/277;Opea securitizadora s.a.;;Araguaia;123;Série Única;30/01/2024;Encerrada;209669000;CRA;Banco rabobank international brasil s/a;1000;210000;210000000;209669;1,8;DI + Spread;1,9;;Anualmente;;28/12/2023;18/10/2025;;Financeiro;Securitizadoras;18/12/2023;Não se aplica;;Não se aplica;;
SRE/2024/04365;CVM/SRE/AUT/CRI/PRI/2024/034;Companhia provincia de securitizacao;;;47;Série Única;30/01/2024;Encerrada;54300000;CRI;Companhia provincia de securitizacao;1000;54300;54300000;54300;10;IPCA;11;;Anualmente;Mensalmente;22/01/2024;30/12/2033;;Financeiro;Securitizadoras;11/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04387;CVM/SRE/AUT/DEB/PRI/2024/018;Grupo fartura de hortifrut s.a. ;;;4;Série Única;30/01/2024;Encerrada;200000000;Debêntures;Caixa economica federal;1000;200000;200000000;200000;6;DI + Spread;1,7;;Anualmente;;30/01/2024;29/01/2030;Não se aplica;Comércio atacadista e varejista;Supermercado e hipermercado;29/01/2024;Não;;Quirografária;;Não se aplica
SRE/2024/04417;CVM/SRE/AUT/DEB/PRI/2024/017;Natural one s.a.;;;3;Série Única;30/01/2024;Encerrada;60000000;Debêntures;Banco bradesco bbi s.a.;1000;60000;60000000;60000;4;DI + Spread;2,55;;Anualmente;Semestralmente;29/01/2024;22/01/2028;Não se aplica;Alimentos e bebidas;Fabricante de bebidas;22/01/2024;Não;;Real com garantia adicional;;Não se aplica
SRE/2023/01631;CVM/SRE/AUT/CRI/PRI/2023/170;Opea securitizadora s.a.;;Btg log mauá ii;158;1;31/01/2024;Encerrada;40000000;CRI;Opea securitizadora s.a.;1000;40000;40000000;40000;5,7;IPCA;5,9;;Anualmente;Mensalmente;31/05/2023;29/12/2028;;Financeiro;Securitizadoras;03/05/2023;Não se aplica;;Não se aplica;;
SRE/2023/01769;CVM/SRE/AUT/CRI/PRI/2023/190;Opea securitizadora s.a.;;Creditu;1;519;31/01/2024;Encerrada;2979000;CRI;Opea securitizadora s.a.;1000;2979;2979000;2979;28,8;IPCA;7,3;;Anualmente;Mensalmente;03/06/2023;16/02/2052;;Financeiro;Securitizadoras;24/05/2023;Não se aplica;;Não se aplica;;
SRE/2023/03831;CVM/SRE/AUT/CRI/PRI/2023/466;True securitizadora s.a.;;Lótus;217;1;31/01/2024;Encerrada;72000000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;72000;72000000;72000;10;IPCA;8,75;;Anualmente;Mensalmente;16/10/2023;15/09/2033;;Financeiro;Securitizadoras;06/10/2023;Não se aplica;;Não se aplica;;
SRE/2023/03831;CVM/SRE/AUT/CRI/PRI/2023/626;True securitizadora s.a.;;Lótus;217;2;31/01/2024;Encerrada;43000000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;43000;43000000;43000;10;IPCA;8,75;;Anualmente;Mensalmente;18/12/2023;15/09/2033;;Financeiro;Securitizadoras;06/10/2023;Não se aplica;;Não se aplica;;
SRE/2023/04010;CVM/SRE/AUT/CRI/PRI/2023/720;True securitizadora s.a.;;Mrv flex;267;1;31/01/2024;Encerrada;157747500;CRI;Xp investimentos cctvm s.a.;1;157747500;157747500;157747500;10,7;IPCA;10,07;;Anualmente;Mensalmente;29/12/2023;15/09/2034;;Financeiro;Securitizadoras;28/12/2023;Não se aplica;;Não se aplica;;
SRE/2023/04010;CVM/SRE/AUT/CRI/PRI/2023/721;True securitizadora s.a.;;Mrv flex;267;2;31/01/2024;Encerrada;92340000;CRI;Xp investimentos cctvm s.a.;1;92340000;92340000;92340000;7,1;IPCA;9;;Anualmente;Mensalmente;29/12/2023;17/02/2031;;Financeiro;Securitizadoras;28/12/2023;Não se aplica;;Não se aplica;;
SRE/2023/04010;CVM/SRE/AUT/CRI/PRI/2023/722;True securitizadora s.a.;;Mrv flex;267;3;31/01/2024;Encerrada;57712500;CRI;Xp investimentos cctvm s.a.;1;57712500;57712500;57712500;12,1;IPCA;9;;Anualmente;Mensalmente;29/12/2023;15/01/2036;;Financeiro;Securitizadoras;28/12/2023;Não se aplica;;Não se aplica;;
SRE/2024/04299;CVM/SRE/AUT/CRI/PRI/2024/038;Vert companhia securitizadora;;Rec leblon;122;1;31/01/2024;Encerrada;130000000;CRI;Banco itau bba s.a.;1000;130000;130000000;130000;6;DI + Spread;1,85;;Anualmente;Mensalmente;;22/01/2030;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04388;CVM/SRE/AUT/CRI/PRI/2024/044;Opea securitizadora s.a.;;Bpgm;246;Série Única;31/01/2024;Encerrada;67100000;CRI;Banco votorantim s.a.;1000;67100;67100000;67100;4;DI + Spread;1,5;;Anualmente;Trimestralmente;;20/01/2028;;Financeiro;Securitizadoras;18/01/2024;Não se aplica;;Não se aplica;;
SP-2024-50076;ANBIMA/2024/50076;Vert companhia securitizadora;;Tarjab ii;99;1;01/02/2024;Encerrada;24313033;CRI;Vert companhia securitizadora;1;24313033;24313033;24313033;6,1;IPCA;10,5;;Anualmente;;16/11/2022;20/11/2028;;Financeiro;Securitizadoras;03/11/2022;;;Não se aplica;;
SP-2024-50077;ANBIMA/2024/50077;Forte securitizadora s.a.;;Macapá;1;685;01/02/2024;Encerrada;47257000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;47257;47257000;47257;15;IPCA;11;;Anualmente;Mensalmente;31/01/2022;20/01/2037;;Financeiro;Securitizadoras;28/01/2022;;;Não se aplica;;
SP-2024-50077;ANBIMA/2024/50078;Forte securitizadora s.a.;;Macapá;1;688;01/02/2024;Encerrada;4140000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;4140;4140000;4140;15;IPCA;16;;Anualmente;Mensalmente;31/01/2022;20/01/2037;;Financeiro;Securitizadoras;28/01/2022;;;Não se aplica;;
SRE/2023/01703;CVM/SRE/AUT/DEB/PRI/2023/102;Travessia securitizadora s.a.;;;2;Série Única;01/02/2024;Encerrada;19464000;Debêntures;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;200000;200000000;19464;20;Outros;;;Anualmente;;11/04/2023;11/04/2043;Não se aplica;Financeiro;Securitizadoras;11/04/2023;Não;;Quirografária;;Não se aplica
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/287;Companhia provincia de securitizacao;;;29;1;01/02/2024;Encerrada;9849000;CRI;Companhia provincia de securitizacao;1000;27000;27000000;9849;19,6;IPCA;9,5;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;30/06/2023;Não se aplica;;Não se aplica;;
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/288;Companhia provincia de securitizacao;;;29;2;01/02/2024;Encerrada;1094000;CRI;Companhia provincia de securitizacao;1000;3000;3000000;1094;19,6;IPCA;20;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;30/06/2023;Não se aplica;;Não se aplica;;
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/336;Companhia provincia de securitizacao;;;29;3;01/02/2024;Encerrada;4058000;CRI;Companhia provincia de securitizacao;1000;4058;4058000;4058;19,5;IPCA;9,5;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;04/08/2023;Não se aplica;;Não se aplica;;
SRE/2024/15045;CVM/SRE/AUT/DEB/PRI/2024/180;Transmissora alianca de energia eletrica s/a;;;15;1;23/04/2024;Encerrada;1000000000;Debêntures;;1000;1000000;1000000000;1000000;5;DI + Spread;0,63;;Anualmente;Semestralmente;19/04/2024;15/03/2029;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/03/2024;Não;;Quirografária;;Não se aplica
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/337;Companhia provincia de securitizacao;;;29;4;01/02/2024;Encerrada;450000;CRI;Companhia provincia de securitizacao;1000;450;450000;450;19,5;IPCA;20;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;04/08/2023;Não se aplica;;Não se aplica;;
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/459;Companhia provincia de securitizacao;;;29;5;01/02/2024;Encerrada;4149000;CRI;Companhia provincia de securitizacao;1000;4149;4149000;4149;19,3;IPCA;9,5;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;29/09/2023;Não se aplica;;Não se aplica;;
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/460;Companhia provincia de securitizacao;;;29;6;01/02/2024;Encerrada;461000;CRI;Companhia provincia de securitizacao;1000;461;461000;461;19,3;IPCA;20;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;29/09/2023;Não se aplica;;Não se aplica;;
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/710;Companhia provincia de securitizacao;;;29;7;01/02/2024;Encerrada;8886000;CRI;Companhia provincia de securitizacao;1000;8937;8937000;8886;19,1;IPCA;9,5;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;28/12/2023;Não;;Não se aplica;;
SRE/2023/02121;CVM/SRE/AUT/CRI/PRI/2023/711;Companhia provincia de securitizacao;;;29;8;01/02/2024;Encerrada;983000;CRI;Companhia provincia de securitizacao;1000;993;993000;983;19,1;IPCA;20;;Anualmente;Mensalmente;;20/01/2043;;Financeiro;Securitizadoras;28/12/2023;Não;;Não se aplica;;
SRE/2023/02339;CVM/SRE/AUT/CRI/PRI/2023/304;Canal companhia de securitizacao;;Censi fisa;55;1;01/02/2024;Encerrada;3500000;CRI;Galapagos capital distribuidora de titulos e valores mobiliarios s.a.;1000;3500;3500000;3500;3;IPCA;20;;Anualmente;Mensalmente;;15/07/2026;;Financeiro;Securitizadoras;14/07/2023;Não;;Não se aplica;;
SRE/2023/02339;CVM/SRE/AUT/CRI/PRI/2023/305;Canal companhia de securitizacao;;Censi fisa;55;2;01/02/2024;Encerrada;6500000;CRI;Galapagos capital distribuidora de titulos e valores mobiliarios s.a.;1000;6500;6500000;6500;3;IPCA;20;;Anualmente;Mensalmente;;15/07/2026;;Financeiro;Securitizadoras;14/07/2023;Não;;Não se aplica;;
SRE/2024/04263;CVM/SRE/AUT/CRA/PRI/2024/010;Eco securitizadora de direitos creditorios do agronegocio sa;;Fs indústria de biocombustíveis ltda;310;1;01/02/2024;Encerrada;88650000;CRA;Btg pactual investment banking ltda.;1000;88650;88650000;88650;5;Pré-Fixado;;12,45;Anualmente;Mensalmente;29/01/2024;15/01/2029;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04445;CVM/SRE/AUT/CRI/PRI/2024/058;Opea securitizadora s.a.;;Ébalo - terreno;252;1;01/02/2024;Encerrada;11142000;CRI;Opea securitizadora s.a.;1000;11142;11142000;11142;3,1;;10;;Anualmente;Mensalmente;;17/02/2027;;Financeiro;Securitizadoras;30/01/2024;Não;;Não se aplica;;
SRE/2024/04263;CVM/SRE/AUT/CRA/PRI/2024/011;Eco securitizadora de direitos creditorios do agronegocio sa;;Fs indústria de biocombustíveis ltda;310;2;01/02/2024;Encerrada;48039000;CRA;Btg pactual investment banking ltda.;1000;48039;48039000;48039;6,5;DI + Spread;2;;Anualmente;Mensalmente;29/01/2024;15/07/2030;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04263;CVM/SRE/AUT/CRA/PRI/2024/012;Eco securitizadora de direitos creditorios do agronegocio sa;;Fs indústria de biocombustíveis ltda;310;3;01/02/2024;Encerrada;659298000;CRA;Btg pactual investment banking ltda.;1000;659298;659298000;659298;6,5;Pré-Fixado;;13,2;Anualmente;Mensalmente;29/01/2024;15/07/2030;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04263;CVM/SRE/AUT/CRA/PRI/2024/013;Eco securitizadora de direitos creditorios do agronegocio sa;;Fs indústria de biocombustíveis ltda;310;4;01/02/2024;Encerrada;72013000;CRA;Btg pactual investment banking ltda.;1000;72013;72013000;72013;6,5;IPCA;7,3302;;Anualmente;Mensalmente;29/01/2024;15/07/2030;;Financeiro;Securitizadoras;15/01/2024;Não se aplica;;Não se aplica;;
SRE/2024/04353;CVM/SRE/AUT/CRI/PRI/2024/033;Opea securitizadora s.a.;;Day medical;231;Série Única;01/02/2024;Encerrada;33500000;CRI;Guide investimentos s.a. corretora de valores;1000;33500;33500000;33500;2,5;Não identificado;;;Anualmente;;;20/07/2026;;Financeiro;Securitizadoras;19/01/2024;Não;;Não se aplica;;
SRE/2024/04378;CVM/SRE/AUT/DEB/PRI/2024/019;Potengi holdings s.a.;;;1;Série Única;01/02/2024;Encerrada;300000000;Debêntures;Xp investimentos cctvm s.a.;1000;300000;300000000;300000;18;IPCA;7,3706;;Anualmente;Semestralmente;31/01/2024;15/12/2041;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/12/2023;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SRE/2024/04406;CVM/SRE/AUT/CRI/PRI/2024/056;Virgo companhia de securitizacao;;Corp consigaz;140;1;01/02/2024;Encerrada;75000000;CRI;Banco itau bba s.a.;1000;75000;75000000;75000;5,1;DI + Spread;1,2;;Anualmente;Trimestralmente;31/01/2024;22/02/2029;;Financeiro;Securitizadoras;22/01/2024;Não;;Não se aplica;;
SRE/2024/04406;CVM/SRE/AUT/CRI/PRI/2024/057;Virgo companhia de securitizacao;;Corp consigaz;140;2;01/02/2024;Encerrada;75000000;CRI;Banco itau bba s.a.;1000;75000;75000000;75000;7,1;DI + Spread;2,5;;Anualmente;Semestralmente;31/01/2024;26/02/2031;;Financeiro;Securitizadoras;22/01/2024;Não;;Não se aplica;;
SRE/2024/04445;CVM/SRE/AUT/CRI/PRI/2024/059;Opea securitizadora s.a.;;Ébalo - terreno;252;2;01/02/2024;Encerrada;16787000;CRI;Opea securitizadora s.a.;1000;16787;16787000;16787;3,1;IPCA;10;;Anualmente;Mensalmente;;17/02/2027;;Financeiro;Securitizadoras;30/01/2024;Não;;Não se aplica;;
SP-2024-50079;ANBIMA/2024/50079;Travessia securitizadora s.a.;;Raposo;1;93;02/02/2024;Encerrada;16755000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;16755;16755000;16755;3,1;IPCA;10;;Anualmente;Mensalmente;27/12/2021;20/01/2025;;Financeiro;Securitizadoras;15/12/2021;;;Não se aplica;;
SRE/2023/02002;CVM/SRE/AUT/CRI/PRI/2023/224;Opea securitizadora s.a.;;Brk ii;151;Série Única;02/02/2024;Encerrada;7000000;CRI;Opea securitizadora s.a.;1000;7000;7000000;7000;7,1;IPCA;11,5;;Anualmente;Mensalmente;;24/06/2030;;Financeiro;Securitizadoras;06/06/2023;Não;;Não se aplica;;
SRE/2023/02306;CVM/SRE/AUT/DEB/PRI/2023/174;Dm instituicao de pagamento s.a.;;;9;Série Única;02/02/2024;Encerrada;102000000;Debêntures;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;110000000;110000000;102000000;3;DI + Spread;5;;Anualmente;Mensalmente;03/08/2023;20/07/2026;Não se aplica;Financeiro;Cartões;20/07/2023;Não;;Real com garantia adicional;;Não se aplica
SRE/2023/02499;CVM/SRE/AUT/DEB/PRI/2023/203;Aliseo empreendimentos e participacoes s.a.;;;2;1;02/02/2024;Encerrada;120000000;Debêntures;Fram capital distribuidora de titulos e valores mobiliarios s.a.;1000;120000;120000000;120000;3,9;Pré-Fixado;;12;Anualmente;Mensalmente;06/10/2023;28/06/2027;Não se aplica;Outros serviços;;07/08/2023;Não;;Real com garantia adicional;;Não se aplica
SRE/2023/02499;CVM/SRE/AUT/DEB/PRI/2023/204;Aliseo empreendimentos e participacoes s.a.;;;2;2;02/02/2024;Encerrada;50000000;Debêntures;Fram capital distribuidora de titulos e valores mobiliarios s.a.;1000;50000;50000000;50000;4,1;Pré-Fixado;;20;Anualmente;Mensalmente;11/08/2023;28/09/2027;Não se aplica;Outros serviços;;07/08/2023;Não;;Real com garantia adicional;;Não se aplica
SRE/2023/03880;CVM/SRE/AUT/CRI/PRI/2023/642;Canal companhia de securitizacao;;Projeto 11 empreendimentos imobiliário spe ltda.;73;Série Única;02/02/2024;Encerrada;35000000;CRI;Canal companhia de securitizacao;1000;35000;35000000;35000;4;DI + Spread;4;;Anualmente;Mensalmente;21/12/2023;15/12/2027;;Financeiro;Securitizadoras;14/12/2023;Não;;Não se aplica;;
SRE/2023/04130;CVM/SRE/AUT/CRI/PRI/2023/706;Opea securitizadora s.a.;;Elleven energy;179;2;02/02/2024;Encerrada;23000000;CRI;Banco fator s/a;1000;23000;23000000;23000;15;IPCA;13;;Anualmente;Mensalmente;28/12/2023;24/12/2038;;Financeiro;Securitizadoras;21/12/2023;Não;;Não se aplica;;
SRE/2023/04130;CVM/SRE/AUT/CRI/PRI/2023/707;Opea securitizadora s.a.;;Elleven energy;179;1;02/02/2024;Encerrada;37000000;CRI;Banco fator s/a;1000;37000;37000000;37000;15;IPCA;11,5;;Anualmente;Mensalmente;28/12/2023;24/12/2038;;Financeiro;Securitizadoras;21/12/2023;Não;;Não se aplica;;
