Codigo da oferta;Codigo da serie;Emissor;Nome do devedor;Nome de operacao;Emissao;Serie;Data de encerramento da oferta;Status da oferta;Valor total encerrado da serie;TVM;Coordenador lider;Preco unitario;Quantidade total emitida da serie;Valor total emitido da serie;Quantidade total encerrada da serie;Prazo serie;Indexador;Spread;Juros;Periodicidade taxa;Periodicidade pagamento;Data do inicio da rentabilidade;Data de vencimento;Serie senior junior;Setor ANBIMA emissor ou devedor;Segmento ANBIMA emissor ou devedor;Data de emissao;Lei 12431;Artigo da 12431;Garantia;Lastro;Risco de credito
SP-2018-00419;ANBIMA/2018/00636;Argo transmissao de energia s.a. ;;;1;Série Única;24/08/2018;Encerrada;454500000;Debêntures;Banco itau bba s.a.;1000;454500;454500000;454500;13,4;IPCA;7;;Anualmente;Não informado;;15/12/2031;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/07/2018;Sim;2;Real com garantia adicional;;Não se aplica
SP-2018-00395;ANBIMA/2018/00586;Rb capital companhia de securitizacao;Cencosud brasil comercio ltda;;1;182;27/08/2018;Encerrada;22504000;CRI;Rb capital investimentos distribuidora de titulos e valores mobiliarios limitada;1000;22504;22504000;22504;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2018-00396;ANBIMA/2018/00587;Elfa medicamentos s.a;;;1;1;27/08/2018;Encerrada;50000000;Debêntures;Banco abc brasil s.a.;1000;50000;50000000;50000;3,8;Percentual DI;;119;Anualmente;Não informado;;02/05/2022;Não se aplica;Indústria e comércio;Produtos farmacêuticos;01/08/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00396;ANBIMA/2018/00588;Elfa medicamentos s.a;;;1;2;27/08/2018;Encerrada;50000000;Debêntures;Banco abc brasil s.a.;5000;10000;50000000;10000;4;Percentual DI;;119;Anualmente;Não informado;;01/08/2022;Não se aplica;Indústria e comércio;Produtos farmacêuticos;01/08/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2021-50237;ANBIMA/2021/50237;Isec securitizadora s.a.;;;4;209;11/05/2021;Encerrada;20000000;CRI;Virgo companhia de securitizacao;1000;20000;20000000;20000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2018-00410;ANBIMA/2018/00623;Apice securitizadora s.a.;Db locacao de bens ltda;;1;155;28/08/2018;Encerrada;34000000;CRI;Banco itau bba s.a.;1000000;34;34000000;34;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2018-00410;ANBIMA/2018/00624;Apice securitizadora s.a.;Db locacao de bens ltda;;1;156;28/08/2018;Encerrada;34000000;CRI;Banco itau bba s.a.;1000000;34;34000000;34;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2018-00410;ANBIMA/2018/00625;Apice securitizadora s.a.;Db locacao de bens ltda;;1;157;28/08/2018;Encerrada;34000000;CRI;Banco itau bba s.a.;1000000;34;34000000;34;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2018-00399;ANBIMA/2018/00593;Milano comercio varejista de alimentos s.a. ;;;1;1;29/08/2018;Encerrada;32500000;Debêntures;Banco itau bba s.a.;1000;32500;32500000;32500;5;DI + Spread;3;;Anualmente;Não informado;;20/07/2023;Não se aplica;Comércio atacadista e varejista;Restaurante;20/07/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00399;ANBIMA/2018/00594;Milano comercio varejista de alimentos s.a. ;;;1;2;29/08/2018;Encerrada;32500000;Debêntures;Banco itau bba s.a.;1000;32500;32500000;32500;5;DI + Spread;3;;Anualmente;Não informado;;20/07/2023;Não se aplica;Comércio atacadista e varejista;Restaurante;20/07/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00418;ANBIMA/2018/00634;Companhia energetica de pernambuco;;;9;Série Única;29/08/2018;Encerrada;600000000;Debêntures;Banco itau bba s.a.;1000;600000;600000000;600000;7;IPCA;6;;Anualmente;Não informado;;15/07/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/07/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00400;ANBIMA/2018/00595;Br properties s.a. ;;;10;Série Única;30/08/2018;Encerrada;350000000;Debêntures;Bb-banco de investimento s.a.;10000;35000;350000000;35000;4;Percentual DI;;122;Anualmente;Não informado;;30/08/2022;Não se aplica;Serviços imobiliários;Administração de empreendimentos imobiliários;30/08/2018;Não;;Quirografária;;Não se aplica
SP-2018-00406;ANBIMA/2018/00657;"Brazil realty - companhia securitizadora de creditos
  imobiliarios";;;9;1;30/08/2018;Encerrada;70000000;CRI;Alfa corretora de cambio e valores mobiliarios s.a;1000;70000;70000000;70000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2018-00406;ANBIMA/2018/00658;"Brazil realty - companhia securitizadora de creditos
  imobiliarios";;;9;2;30/08/2018;Encerrada;40000000;CRI;Alfa corretora de cambio e valores mobiliarios s.a;1000;40000;40000000;40000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2018-50062;ANBIMA/2018/50062;Habitasec securitizadora s.a.;Vila leopoldina empreendimentos imobiliários ltda;;1;116;30/08/2018;Encerrada;26500000;CRI;H.commcor distribuidora de titulos e valores mobiliarios ltda ;1000;26500;26500000;26500;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Concentrado
SP-2018-50112;ANBIMA/2018/50112;M.invest planejamento e administracao de shopping center s.a.;;;1;1;30/08/2018;Encerrada;242730000;Debêntures;Positiva corretora de titulos e valores mobiliarios sa;10000;24273;242730000;24273;9;IPCA;9;;Anualmente;Não informado;;02/04/2024;Não se aplica;Serviços imobiliários;Administração de shopping center;02/04/2015;Não;;Real;;Não se aplica
SP-2018-50112;ANBIMA/2018/50113;M.invest planejamento e administracao de shopping center s.a.;;;1;2;30/08/2018;Encerrada;120000000;Debêntures;Positiva corretora de titulos e valores mobiliarios sa;10000;12000;120000000;12000;12;IPCA;9;;Anualmente;Não informado;;02/04/2027;Não se aplica;Serviços imobiliários;Administração de shopping center;02/04/2015;Não;;Real;;Não se aplica
SP-2018-00402;ANBIMA/2018/00596;Saraiva educacao s.a. ;;;1;Série Única;31/08/2018;Encerrada;220000000;Debêntures;Banco santander (brasil) s.a.;100000;2200;220000000;2200;3;DI + Spread;1;;Anualmente;Não informado;;15/08/2021;Não se aplica;Educação;Outros serviços de educação;27/08/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00412;ANBIMA/2018/00627;Ouro verde locacao e servico s.a.;;;8;Série Única;31/08/2018;Encerrada;99000000;Debêntures;Bb-banco de investimento s.a.;1000;99000;99000000;99000;3;Percentual DI;;124;Anualmente;Não informado;;28/08/2021;Não se aplica;Locação de veículos;;28/08/2018;Não;;Flutuante com garantia Adicional;;Não se aplica
SP-2018-50114;ANBIMA/2018/50114;Edp sao paulo distribuicao de energia s.a.;;;9;Série Única;31/08/2018;Encerrada;260000000;Debêntures;Banco safra s a;1000;260000;260000000;260000;7;IPCA;6;;Anualmente;Não informado;;15/08/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/08/2018;Sim;2;Quirografária;;Não se aplica
SP-2018-50115;ANBIMA/2018/50115;Edp espirito santo distribuicao de energia s.a.;;;7;Série Única;31/08/2018;Encerrada;190000000;Debêntures;Banco safra s a;1000;190000;190000000;190000;6,9;IPCA;6;;Anualmente;Não informado;;15/07/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/08/2018;Sim;2;Quirografária;;Não se aplica
SP-2018-00421;ANBIMA/2018/00655;Andrade gutierrez s/a ;;;5;1;03/09/2018;Encerrada;200370000;Debêntures;Banco bradesco bbi s.a.;1000;200370;200370000;200370;0,4;DI + Spread;5;;Anualmente;Não informado;;28/12/2018;Não se aplica;Empreendimentos e participações;Outras participações;15/08/2018;Não;;Quirografária;;Não se aplica
SP-2018-00421;ANBIMA/2018/00656;Andrade gutierrez s/a ;;;5;2;03/09/2018;Encerrada;148000000;Debêntures;Banco bradesco bbi s.a.;1000;148000;148000000;148000;2;Percentual DI;;135;Anualmente;Não informado;;15/08/2020;Não se aplica;Empreendimentos e participações;Outras participações;15/08/2018;Não;;Quirografária;;Não se aplica
SP-2018-00426;ANBIMA/2018/00662;Rge sul distribuidora de energia s.a.;;;7;Série Única;06/09/2018;Encerrada;219600000;Debêntures;Banco itau bba s.a.;1000;219600;219600000;219600;7;IPCA;6;;Anualmente;Não informado;;15/08/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;04/09/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00427;ANBIMA/2018/00663;Companhia piratininga de forca e luz;;;10;Série Única;06/09/2018;Encerrada;197000000;Debêntures;Banco itau bba s.a.;1000;197000;197000000;197000;7;IPCA;6;;Anualmente;Não informado;;15/08/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;04/09/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00459;ANBIMA/2018/00725;Tecnologia bancaria s.a.;;;2;Série Única;06/09/2018;Encerrada;150000000;Debêntures;Bb-banco de investimento s.a.;10000;15000;150000000;15000;3;DI + Spread;1;;Anualmente;Não informado;;03/09/2021;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;03/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00414;ANBIMA/2018/00628;Secid - sociedade educacional cidade de sao paulo s.a.;;;1;Série Única;10/09/2018;Encerrada;330000000;Debêntures;Banco bradesco bbi s.a.;1000;330000;330000000;330000;7;DI + Spread;1;;Anualmente;Não informado;;10/09/2025;Não se aplica;Educação;Ensino superior. médio e fundamental;10/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00431;ANBIMA/2018/00674;Apice securitizadora s.a.;3z realty desenvolvimento imobiliário s.a.;;1;164;10/09/2018;Encerrada;130000000;CRI;Banco j. safra s.a;1000;130000;130000000;130000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Híbrido;Concentrado
SP-2018-00429;ANBIMA/2018/00665;Companhia brasileira de distribuicao;;;16;1;11/09/2018;Encerrada;700000000;Debêntures;Banco bradesco bbi s.a.;1000;700000;700000000;700000;3;Percentual DI;;106;Anualmente;Não informado;;10/09/2021;Não se aplica;Comércio atacadista e varejista;Participações em empresas de comércio atacadista e varejista;10/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00429;ANBIMA/2018/00666;Companhia brasileira de distribuicao;;;16;2;11/09/2018;Encerrada;500000000;Debêntures;Banco bradesco bbi s.a.;1000;500000;500000000;500000;4;Percentual DI;;107;Anualmente;Não informado;;10/09/2022;Não se aplica;Comércio atacadista e varejista;Participações em empresas de comércio atacadista e varejista;10/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00436;ANBIMA/2018/00689;Empresa de energia sao manoel s.a.;;;4;Série Única;11/09/2018;Encerrada;340000000;Debêntures;Banco abc brasil s.a.;1000;340000;340000000;340000;14,8;IPCA;7;;Anualmente;Não informado;;15/06/2033;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/08/2018;Sim;2;Real com garantia adicional;;Não se aplica
SP-2018-50020;ANBIMA/2018/50020;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;183;11/09/2018;Encerrada;15666000;CRA;Global investment s.a. - spinelli s/a cvmc ;1000;15666;15666000;15666;1,4;Pré-Fixado;;13;Anualmente;Vencimento;;30/12/2019;;Financeiro;Securitizadoras;20/08/2018;Não se aplica;;Não se aplica;;
SP-2018-50020;ANBIMA/2018/50021;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;184;11/09/2018;Encerrada;1119000;CRA;Global investment s.a. - spinelli s/a cvmc ;1000;1119;1119000;1119;1,4;Pré-Fixado;;16;Anualmente;Vencimento;;30/12/2019;;Financeiro;Securitizadoras;20/08/2018;Não se aplica;;Não se aplica;;
SP-2018-50116;ANBIMA/2018/50116;Companhia de gas de minas gerais gasmig;;;7;Série Única;11/09/2018;Encerrada;100000000;Debêntures;Banco safra s a;10000;10000;100000000;10000;5;DI + Spread;2;;Anualmente;Não informado;;28/08/2023;Não se aplica;Outros serviços;;28/08/2018;Não;;Quirografária;;Não se aplica
RJ-2018-02419;CRI/2018/011;"Brazil realty - companhia securitizadora de creditos
  imobiliarios";;;8;1;13/09/2018;Encerrada;390000000;CRI;Xp investimentos cctvm s.a.;1000;345000;345000000;390000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2018-00423;ANBIMA/2018/00660;Parque eolico laranjeiras iii s.a. ;;;1;Série Única;13/09/2018;Encerrada;40000000;Debêntures;Banco itau bba s.a.;1000;40000;40000000;40000;0,5;DI + Spread;3;;Anualmente;Não informado;;24/02/2019;Não se aplica;Energia elétrica;Geração - fontes renováveis;24/08/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00425;ANBIMA/2018/00661;Parque eolico laranjeiras ix s.a. ;;;1;Série Única;13/09/2018;Encerrada;40000000;Debêntures;Banco itau bba s.a.;1000;40000;40000000;40000;0,5;DI + Spread;3;;Anualmente;Não informado;;24/02/2019;Não se aplica;Energia elétrica;Geração - fontes renováveis;24/08/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00477;ANBIMA/2018/00750;Rb capital companhia de securitizacao;;;1;14;13/09/2018;Encerrada;200000000;CRA;Banco votorantim s.a.;1000;200000;200000000;200000;5;Percentual DI;;100;Anualmente;Vencimento;;12/09/2023;;Financeiro;Securitizadoras;13/09/2018;Não se aplica;;Não se aplica;;
SP-2018-00437;ANBIMA/2018/00690;Cerradinho bioenergia s.a.;;;4;Série Única;14/09/2018;Encerrada;100000000;Debêntures;Banco bradesco bbi s.a.;1;100000000;100000000;100000000;5;DI + Spread;2;;Anualmente;Não informado;;05/09/2023;Não se aplica;Bioenergia;;05/09/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00447;ANBIMA/2018/00707;Brookfield energia renovavel s.a. ;;;1;Série Única;14/09/2018;Encerrada;250000000;Debêntures;Bb-banco de investimento s.a.;10000;25000;250000000;25000;5;Percentual DI;;113;Anualmente;Não informado;;10/09/2023;Não se aplica;Energia elétrica;Geração - fontes renováveis;10/09/2018;Não;;Real;;Não se aplica
SP-2018-00451;ANBIMA/2018/00713;Xingu rio transmissora de energia s.a. ;;;5;1;14/09/2018;Encerrada;550000000;Debêntures;Banco santander (brasil) s.a.;1000;550000;550000000;550000;0,5;Percentual DI;;105;Anualmente;Não informado;;06/03/2019;Não se aplica;Energia elétrica;Distribuidora ou transmissora;06/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00451;ANBIMA/2018/00714;Xingu rio transmissora de energia s.a. ;;;5;2;14/09/2018;Encerrada;550000000;Debêntures;Banco santander (brasil) s.a.;1000;550000;550000000;550000;1;Percentual DI;;106;Anualmente;Não informado;;06/09/2019;Não se aplica;Energia elétrica;Distribuidora ou transmissora;06/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00479;ANBIMA/2018/00758;Rede d'or sao luiz s.a.;;;13;Série Única;14/09/2018;Encerrada;1400000000;Debêntures;Banco bradesco bbi s.a.;1;1400000000;1400000000;1400000000;6;DI + Spread;1;;Anualmente;Não informado;;10/09/2024;Não se aplica;Assistência médica;Clínica e hospital;10/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00450;ANBIMA/2018/00710;Eletropaulo metropolitana eletricidade de sao paulo s.a.;;;23;1;17/09/2018;Encerrada;704052000;Debêntures;Banco santander (brasil) s.a.;1000;704052;704052000;704052;3;Percentual DI;;108;Anualmente;Não informado;;13/09/2021;Não se aplica;Energia elétrica;Distribuidora ou transmissora;13/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00450;ANBIMA/2018/00711;Eletropaulo metropolitana eletricidade de sao paulo s.a.;;;23;2;17/09/2018;Encerrada;1395948000;Debêntures;Banco santander (brasil) s.a.;1000;1395948;1395948000;1395948;5;Percentual DI;;111;Anualmente;Não informado;;13/09/2023;Não se aplica;Energia elétrica;Distribuidora ou transmissora;13/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00450;ANBIMA/2018/00712;Eletropaulo metropolitana eletricidade de sao paulo s.a.;;;23;3;17/09/2018;Encerrada;900000000;Debêntures;Banco santander (brasil) s.a.;1000;900000;900000000;900000;7;DI + Spread;1;;Anualmente;Não informado;;13/09/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;13/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-50117;ANBIMA/2018/50117;Malui ilha do sol empreendimentos imobiliarios spe s.a. ;;;2;Série Única;17/09/2018;Encerrada;5726000;Debêntures;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;1000;5726;5726000;5726;5;IPCA;10;;Anualmente;Não informado;;10/05/2023;Não se aplica;Outros serviços;;10/05/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00432;ANBIMA/2018/00675;Construtora tenda s/a ;;;4;Série Única;18/09/2018;Encerrada;150000000;Debêntures;Banco abc brasil s.a.;1000;150000;150000000;150000;5;DI + Spread;2;;Anualmente;Não informado;;10/09/2023;Não se aplica;Construção civil;Construtora e incorporadora;10/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00454;ANBIMA/2018/00717;Etap empresa transmissora agreste potiguar s.a. ;;;2;1;18/09/2018;Encerrada;41300000;Debêntures;Banco btg pactual s.a.;1000;41300;41300000;41300;5;Percentual DI;;114;Anualmente;Não informado;;15/09/2023;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00454;ANBIMA/2018/00718;Etap empresa transmissora agreste potiguar s.a. ;;;2;2;18/09/2018;Encerrada;114700000;Debêntures;Banco btg pactual s.a.;1000;114700;114700000;114700;7;IPCA;6;;Anualmente;Não informado;;15/09/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/09/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00455;ANBIMA/2018/00719;Etc - empresa transmissora capixaba s.a. ;;;2;1;18/09/2018;Encerrada;30700000;Debêntures;Banco btg pactual s.a.;1000;30700;30700000;30700;5;Percentual DI;;114;Anualmente;Não informado;;15/09/2023;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00455;ANBIMA/2018/00720;Etc - empresa transmissora capixaba s.a. ;;;2;2;18/09/2018;Encerrada;85300000;Debêntures;Banco btg pactual s.a.;1000;85300;85300000;85300;7;IPCA;6;;Anualmente;Não informado;;15/09/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/09/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00434;ANBIMA/2018/00682;Forte securitizadora s.a.;;;1;174;19/09/2018;Encerrada;3355160,88;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;95861,73953;35;3355160,88;35;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00434;ANBIMA/2018/00683;Forte securitizadora s.a.;;;1;175;19/09/2018;Encerrada;2212263,06;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;88490,52232;25;2212263,06;25;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00434;ANBIMA/2018/00684;Forte securitizadora s.a.;;;1;176;19/09/2018;Encerrada;3611089,18;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;103173,9766;35;3611089,18;35;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00434;ANBIMA/2018/00685;Forte securitizadora s.a.;;;1;177;19/09/2018;Encerrada;2380161,79;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;95206,47176;25;2380161,79;25;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00434;ANBIMA/2018/00686;Forte securitizadora s.a.;;;1;178;19/09/2018;Encerrada;544000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;1000;544;544000;544;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00434;ANBIMA/2018/00687;Forte securitizadora s.a.;;;1;179;19/09/2018;Encerrada;556000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;1000;556;556000;556;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00542;ANBIMA/2018/00836;Apice securitizadora s.a.;Astn participações s.a;;1;160;09/11/2018;Encerrada;62210000;CRI;Banco itau bba s.a.;1000;62210;62210000;62210;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2018-00435;ANBIMA/2018/00688;Aliansce shopping centers s.a.;;;10;Série Única;19/09/2018;Encerrada;244830000;Debêntures;Banco santander (brasil) s.a.;1000;244830;244830000;244830;5;Percentual DI;;110;Anualmente;Não informado;;15/09/2023;Não se aplica;Serviços imobiliários;Administração de shopping center;15/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00441;ANBIMA/2018/00694;Nova securitizacao s.a. ;"Comércio e distribuição sales ltda ; comércio e distribuição sales ltda";;1;28;19/09/2018;Encerrada;20500000;CRI;Banco bradesco bbi s.a.;1025000;20;20500000;20;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2018-00445;ANBIMA/2018/00703;Localiza rent a car sa;;;14;1;19/09/2018;Encerrada;200000000;Debêntures;Banco bradesco bbi s.a.;10000;20000;200000000;20000;5,3;Percentual DI;;108;Anualmente;Não informado;;18/01/2024;Não se aplica;Locação de veículos;;18/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00445;ANBIMA/2018/00704;Localiza rent a car sa;;;14;2;19/09/2018;Encerrada;800000000;Debêntures;Banco bradesco bbi s.a.;10000;80000;800000000;80000;7,3;Percentual DI;;112;Anualmente;Não informado;;18/01/2026;Não se aplica;Locação de veículos;;18/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-50118;ANBIMA/2018/50118;Venture capital participacoes e investimentos s/a ;;;1;1;19/09/2018;Encerrada;38641000;Debêntures;Orla distribuidora de titulos e valores mobiliarios sa;1000;38641;38641000;38641;5;IPCA;10;;Anualmente;Não informado;;18/08/2022;Não se aplica;Empreendimentos e participações;Outras participações;18/08/2017;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00468;ANBIMA/2018/00738;Unidas s.a.;;;12;1;20/09/2018;Encerrada;150000000;Debêntures;Xp investimentos cctvm s.a.;1000;150000;150000000;150000;5;Percentual DI;;111;Anualmente;Não informado;;15/09/2023;Não se aplica;Locação de veículos;;15/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00468;ANBIMA/2018/00739;Unidas s.a.;;;12;2;20/09/2018;Encerrada;100000000;Debêntures;Xp investimentos cctvm s.a.;1000;100000;100000000;100000;7;IPCA;7;;Anualmente;Não informado;;15/09/2025;Não se aplica;Locação de veículos;;15/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00473;ANBIMA/2018/00742;Apice securitizadora s.a.;;;1;23;20/09/2018;Encerrada;350000000;CRA;Banco j. safra s.a;1000;350000;350000000;350000;6,3;Percentual DI;;102;Anualmente;Semestralmente;;21/01/2025;;Financeiro;Securitizadoras;19/09/2018;Não se aplica;;Não se aplica;;
SP-2018-00438;ANBIMA/2018/00691;Grupo fartura de hortifrut s.a. ;;;1;Série Única;21/09/2018;Encerrada;50000000;Debêntures;Banco bradesco bbi s.a.;1000;50000;50000000;50000;4;DI + Spread;2;;Anualmente;Não informado;;10/09/2022;Não se aplica;Comércio atacadista e varejista;Supermercado e hipermercado;10/09/2018;Não;;Real;;Não se aplica
SP-2018-00443;ANBIMA/2018/00698;Terminais fluviais do brasil s/a ;;;1;1;21/09/2018;Encerrada;39000000;Debêntures;Banco santander (brasil) s.a.;10000;3900;39000000;3900;5;DI + Spread;4;;Anualmente;Não informado;;12/07/2023;Não se aplica;Transporte e logística;Logística;12/07/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00510;ANBIMA/2018/00800;Iguatemi empresa de shopping centers s/a;;;7;1;02/10/2018;Encerrada;100000000;Debêntures;Banco btg pactual s.a.;1000;100000;100000000;100000;6;Percentual DI;;108;Anualmente;Não informado;;20/09/2024;Não se aplica;Serviços imobiliários;Administração de shopping center;20/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00443;ANBIMA/2018/00699;Terminais fluviais do brasil s/a ;;;1;2;21/09/2018;Encerrada;111000000;Debêntures;Banco santander (brasil) s.a.;10000;11100;111000000;11100;5;DI + Spread;4;;Anualmente;Não informado;;12/07/2023;Não se aplica;Transporte e logística;Logística;12/07/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-50119;ANBIMA/2018/50119;Copacabana geracao de energia e participacoes s.a. ;;;2;Série Única;21/09/2018;Encerrada;127780000;Debêntures;Banco bradesco bbi s.a.;1000;127780;127780000;127780;14,7;IPCA;8;;Anualmente;Não informado;;15/04/2033;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/08/2018;Sim;2;Real com garantia adicional;;Não se aplica
SP-2018-00465;ANBIMA/2018/00735;Acef s/a.;;;2;Série Única;24/09/2018;Encerrada;300000000;Debêntures;Bb-banco de investimento s.a.;100000;3000;300000000;3000;6,5;DI + Spread;2;;Anualmente;Não informado;;24/03/2025;Não se aplica;Educação;Ensino superior. médio e fundamental;24/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00461;ANBIMA/2018/00727;Colegio vimasa s/a ;;;2;1;25/09/2018;Encerrada;100000000;Debêntures;Banco itau bba s.a.;1000;100000;100000000;100000;6;DI + Spread;2;;Anualmente;Não informado;;15/08/2024;Não se aplica;Educação;Ensino superior. médio e fundamental;15/08/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00461;ANBIMA/2018/00728;Colegio vimasa s/a ;;;2;2;25/09/2018;Encerrada;100000000;Debêntures;Banco itau bba s.a.;1000;100000;100000000;100000;6;DI + Spread;1;;Anualmente;Não informado;;15/08/2024;Não se aplica;Educação;Ensino superior. médio e fundamental;15/08/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00452;ANBIMA/2018/00715;Companhia de locacao das americas;;;17;Série Única;26/09/2018;Encerrada;400000000;Debêntures;Banco bradesco bbi s.a.;1000;400000;400000000;400000;5;Percentual DI;;113;Anualmente;Não informado;;27/09/2023;Não se aplica;Locação de veículos;;27/09/2018;Não;;Quirografária;;Não se aplica
